 March 13, 2015
 Calls
 Strike       Contract Name   Last    Bid    Ask    Change   %Change    Volumn     Open Interest  Implied Volatility
  65.00 TWTR150918C00065000   1.12   1.06   1.20      0.00     0.00%        17               552              43.53%
  70.00 TWTR150918C00070000   0.68   0.65   0.74      0.00     0.00%        50               200              43.12%
 Puts
 Strike       Contract Name   Last    Bid    Ask    Change   %Change    Volumn     Open Interest  Implied Volatility
  19.00 TWTR150918P00019000   0.04   0.03   0.11      0.00     0.00%       110               160              56.84%
  20.00 TWTR150918P00020000   0.09   0.04   0.14      0.00     0.00%         5                 9              55.86%
  21.00 TWTR150918P00021000   0.41   0.05   0.18      0.00     0.00%         1                11              54.98%
  22.00 TWTR150918P00022000   0.63   0.07   0.22      0.00     0.00%         1                 1              54.10%
  23.00 TWTR150918P00023000   0.20   0.11   0.26      0.00     0.00%         5                22              53.42%
  24.00 TWTR150918P00024000   0.33   0.14   0.33      0.00     0.00%        30                35              52.93%
  25.00 TWTR150918P00025000   0.29   0.19   0.35      0.00     0.00%         2               476              51.47%
  27.00 TWTR150918P00027000   0.59   0.30   0.55      0.00     0.00%         5                35              50.68%
  28.00 TWTR150918P00028000   0.54   0.38   0.65      0.00     0.00%         2                56              50.15%
  29.00 TWTR150918P00029000   0.52   0.48   0.75      0.00     0.00%         1                40              52.34%
  30.00 TWTR150918P00030000   0.69   0.65   0.88      0.00     0.00%        10               604              51.73%
  31.00 TWTR150918P00031000   0.88   0.73   1.02      0.06    +7.32%         1               666              51.03%
  32.00 TWTR150918P00032000   1.04   0.89   1.09      0.00     0.00%         3               556              49.07%
  33.00 TWTR150918P00033000   1.22   1.07   1.29      0.00     0.00%         3              1136              48.88%
  34.00 TWTR150918P00034000   1.37   1.27   1.49      0.00     0.00%         7                70              48.41%
  35.00 TWTR150918P00035000   1.65   1.48   1.72      0.00     0.00%         3               561              48.05%
  36.00 TWTR150918P00036000   1.75   1.73   1.96      0.00     0.00%         3               125              47.56%
  37.00 TWTR150918P00037000   2.20   2.11   2.25      0.00     0.00%        16               228              47.34%
  38.00 TWTR150918P00038000   2.47   2.41   2.54      0.00     0.00%       819               684              46.90%
  39.00 TWTR150918P00039000   2.80   2.65   2.90      0.00     0.00%         9               596              46.88%
  40.00 TWTR150918P00040000   3.15   3.05   3.25      0.04    +1.45%        18              5103              46.51%
  41.00 TWTR150918P00041000   3.40   3.45   3.65      0.00     0.00%        21               157              46.36%
  42.00 TWTR150918P00042000   3.75   3.85   4.10      0.25    +7.94%        28               967              46.41%
  43.00 TWTR150918P00043000   3.95   4.30   4.50      0.00     0.00%         3                75              45.81%
  44.00 TWTR150918P00044000   4.90   4.75   5.00     -0.15    -3.45%         4               552              45.83%
  45.00 TWTR150918P00045000   5.40   5.25   5.50     -0.09    -1.88%        27               330              45.62%
  46.00 TWTR150918P00046000   5.52   5.75   6.05      0.00     0.00%         1               146              45.61%
  47.00 TWTR150918P00047000   6.40   6.30   6.60      0.00     0.00%       360               212              45.39%
  48.00 TWTR150918P00048000   6.60   6.90   7.15      0.00     0.00%       559              1312              45.00%
  49.00 TWTR150918P00049000   6.95   7.45   7.75      0.00     0.00%         4                40              44.80%
  50.00 TWTR150918P00050000   7.45   8.05   8.40      0.00     0.00%         1              1442              44.79%
  52.50 TWTR150918P00052500   9.25   9.70  10.00      0.00     0.00%         1                53              43.85%
  55.00 TWTR150918P00055000  11.45  11.45  11.85      0.00     0.00%        10               377              43.82%
  60.00 TWTR150918P00060000  13.82  15.40  15.80      0.00     0.00%       100               100              43.19%
  70.00 TWTR150918P00070000  22.79  23.15  24.85      0.00     0.00%         3                15              44.97%
 January 15, 2016
 Calls
 Strike       Contract Name   Last    Bid    Ask    Change   %Change    Volumn     Open Interest  Implied Volatility
  18.00 TWTR160115C00018000  30.25  27.60  29.50      0.00     0.00%        10               189              68.41%
  20.00 TWTR160115C00020000  27.18  26.20  27.50      0.00     0.00%         2               986              68.85%
  23.00 TWTR160115C00023000  25.65  23.20  25.00      0.00     0.00%        27               336              63.53%
  25.00 TWTR160115C00025000  22.35  21.60  23.30     -1.25    -5.30%        10              1246              62.57%
  28.00 TWTR160115C00028000  21.70  19.05  20.30      0.00     0.00%         5               484              56.25%
  30.00 TWTR160115C00030000  17.80  17.40  18.35     -0.12    -0.64%        11              4274              52.69%
  33.00 TWTR160115C00033000  15.35  15.10  15.65      0.00     0.00%        30              1142              51.65%
  35.00 TWTR160115C00035000  13.90  13.75  14.30      0.00     0.00%       136              5409              51.29%
  38.00 TWTR160115C00038000  11.98  11.85  12.35      0.27    +2.09%        13              1993              50.20%
  40.00 TWTR160115C00040000  10.50  10.60  10.85     -0.53    -4.53%       134             24435              47.47%
  43.00 TWTR160115C00043000   9.00   8.90   9.15     -0.25    -2.51%        33              4441              46.33%
  45.00 TWTR160115C00045000   8.00   7.95   8.15     -0.60    -6.67%       284             12306              45.80%
  47.00 TWTR160115C00047000   7.00   7.00   7.40     -0.19    -2.38%        55              2986              46.30%
  50.00 TWTR160115C00050000   5.80   5.80   6.05     -0.45    -6.82%       222             21845              44.85%
  52.50 TWTR160115C00052500   5.00   4.90   5.10     -0.35    -6.25%        62              4470              43.97%
  55.00 TWTR160115C00055000   4.16   4.10   4.35     -0.50   -10.53%        65             16765              43.65%
  57.50 TWTR160115C00057500   3.70   3.30   3.70      0.04    +1.01%         7               733              43.38%
  60.00 TWTR160115C00060000   2.92   2.88   3.05     -0.40   -11.76%       215             25490              42.54%
  62.50 TWTR160115C00062500   2.40   2.33   2.55      0.22    +8.09%         2             30460              42.16%
  65.00 TWTR160115C00065000   2.00   1.88   2.02     -0.33   -12.55%        93              2719              41.02%
  67.50 TWTR160115C00067500   1.95   1.53   1.76      0.00     0.00%         5              1507              41.46%
  70.00 TWTR160115C00070000   1.35   1.26   1.37     -0.18   -11.39%       101             19562              40.36%
  72.50 TWTR160115C00072500   1.35   1.01   1.46     -0.09    -6.62%         4               728              43.31%
  75.00 TWTR160115C00075000   0.93   0.82   1.20     -0.19   -17.59%        20              3847              42.81%
  77.50 TWTR160115C00077500   0.88   0.62   1.01      0.00     0.00%         3              1509              42.65%
  80.00 TWTR160115C00080000   0.75   0.50   1.03      0.00     0.00%         5              1329              44.63%
  85.00 TWTR160115C00085000   0.53   0.27   0.69     -0.25   -38.46%        86              1817              43.58%
  90.00 TWTR160115C00090000   0.35   0.17   0.30      0.00     0.00%        10             15418              39.45%
  95.00 TWTR160115C00095000   0.25   0.10   0.40      0.00     0.00%        10              1402              44.09%
 100.00 TWTR160115C00100000   0.16   0.05   0.24      0.00     0.00%        31              2890              42.58%
 105.00 TWTR160115C00105000   0.10   0.07   0.11     -0.03   -23.08%        20             13446              39.84%
 Puts
 Strike       Contract Name   Last    Bid    Ask    Change   %Change    Volumn     Open Interest  Implied Volatility
  18.00 TWTR160115P00018000   0.26   0.15   0.33      0.00     0.00%         4              5266              57.91%
  20.00 TWTR160115P00020000   0.35   0.15   0.46      0.00     0.00%        10              2333              54.49%
  23.00 TWTR160115P00023000   0.44   0.32   0.50      0.03    +6.67%        10              2788              51.71%
  25.00 TWTR160115P00025000   0.62   0.58   0.70      0.00     0.00%         5              7658              50.54%
  28.00 TWTR160115P00028000   0.96   0.78   1.35      0.21   +28.00%         1              4396              52.34%
  30.00 TWTR160115P00030000   1.20   1.30   1.44      0.03    +2.27%         3              7705              47.90%
  33.00 TWTR160115P00033000   1.81   1.91   2.07      0.00     0.00%         1             10029              46.39%
  35.00 TWTR160115P00035000   2.40   2.25   2.65      0.19    +8.44%         2             10089              46.02%
  38.00 TWTR160115P00038000   3.60   3.35   3.60      0.00     0.00%        26             10257              44.85%
  40.00 TWTR160115P00040000   4.35   4.15   4.35      0.10    +2.53%        36             15696              44.18%
  43.00 TWTR160115P00043000   5.55   5.50   5.65     -0.10    -1.94%         1             10577              43.29%
  45.00 TWTR160115P00045000   6.60   6.45   6.65      0.25    +4.10%        88             11298              42.87%
  47.00 TWTR160115P00047000   7.55   7.55   7.75      0.25    +3.52%        47              1292              42.53%
  50.00 TWTR160115P00050000   9.40   9.30   9.50      0.00     0.00%        91              4149              41.72%
  52.50 TWTR160115P00052500  11.11  10.90  11.10      0.00     0.00%        24              1138              41.11%
  55.00 TWTR160115P00055000  12.55  12.60  12.95      0.00     0.00%        15              1625              41.35%
  57.50 TWTR160115P00057500  13.25  14.45  14.80      0.30    +2.23%        20               925              40.98%
  60.00 TWTR160115P00060000  16.40  16.30  16.75      0.00     0.00%        15               957              40.67%
  62.50 TWTR160115P00062500  17.30  18.00  18.80      0.00     0.00%         3               143              40.53%
  65.00 TWTR160115P00065000  19.70  20.00  20.90      0.00     0.00%         1               193              40.25%
  67.50 TWTR160115P00067500  20.00  22.20  23.10      0.00     0.00%        94               109              40.30%
  70.00 TWTR160115P00070000  24.40  24.45  25.25      0.00     0.00%        10               132              39.45%
  72.50 TWTR160115P00072500  33.30  25.90  27.55      0.00     0.00%         5                67              39.55%
  75.00 TWTR160115P00075000  38.55  28.20  29.85      0.00     0.00%         1               331              39.28%
  77.50 TWTR160115P00077500  38.15  30.50  32.25      0.00     0.00%         1                 1              39.84%
  80.00 TWTR160115P00080000  32.75  32.85  34.60      0.00     0.00%         2               254              39.50%
  85.00 TWTR160115P00085000  36.00  37.65  39.45      0.00     0.00%         0                27              40.19%
  90.00 TWTR160115P00090000  40.75  41.90  44.65      0.00     0.00%         0               107              46.19%
  95.00 TWTR160115P00095000  48.00  46.75  50.15      0.00     0.00%         1                40              55.40%
 100.00 TWTR160115P00100000  51.20  51.70  55.30      0.00     0.00%         2                23              59.77%
 105.00 TWTR160115P00105000  57.60  56.70  60.80      0.00     0.00%         3                65              67.52%
 January 20, 2017
 Calls
 Strike       Contract Name   Last    Bid    Ask    Change   %Change    Volumn     Open Interest  Implied Volatility
  18.00 TWTR170120C00018000  31.00  28.00  31.50      0.00     0.00%         2                35              64.21%
  20.00 TWTR170120C00020000  30.00  26.05  29.75      0.00     0.00%         3               202              59.69%
  23.00 TWTR170120C00023000  18.50  23.55  27.30      0.00     0.00%         5                 5              56.34%
  25.00 TWTR170120C00025000  25.50  22.85  25.70      0.00     0.00%        20               367              57.96%
  28.00 TWTR170120C00028000  23.00  20.60  23.00      0.00     0.00%         1                22              53.74%
  30.00 TWTR170120C00030000  20.00  18.85  21.55      0.00     0.00%         1               282              51.26%
  33.00 TWTR170120C00033000  19.00  17.40  18.75      0.00     0.00%         5                77              52.80%
  35.00 TWTR170120C00035000  16.72  16.40  17.05      0.00     0.00%         3              1023              49.38%
  38.00 TWTR170120C00038000  15.28  14.25  15.70      0.00     0.00%         1               242              50.13%
  40.00 TWTR170120C00040000  13.70  13.05  14.15      0.29    +2.00%         3              1516              47.22%
  42.00 TWTR170120C00042000  14.30  12.25  13.70      0.00     0.00%         5               213              49.16%
  45.00 TWTR170120C00045000  12.15  11.20  12.30     -0.20    -1.62%         1               440              48.31%
  47.00 TWTR170120C00047000  10.25  10.15  10.95      0.00     0.00%         5               110              45.78%
  50.00 TWTR170120C00050000   9.20   9.10   9.60      0.00     0.00%        61              1080              44.52%
  52.50 TWTR170120C00052500   9.66   8.25   9.30      0.00     0.00%         2                 9              46.47%
  55.00 TWTR170120C00055000   7.52   7.15   8.05     -0.11    -1.30%         1               475              44.35%
  57.50 TWTR170120C00057500   7.60   6.45   7.30      0.00     0.00%         1                 3              43.98%
  60.00 TWTR170120C00060000   6.66   5.80   7.05      0.25    +3.85%         2              5410              45.39%
  65.00 TWTR170120C00065000   5.70   4.35   5.90      0.00     0.00%         9              1008              45.00%
  70.00 TWTR170120C00070000   4.20   3.70   4.70     -0.50   -10.53%         2               199              43.64%
 Puts
 Strike       Contract Name   Last    Bid    Ask    Change   %Change    Volumn     Open Interest  Implied Volatility
  18.00 TWTR170120P00018000   0.70   0.50   0.96      0.00     0.00%        10                45              53.66%
  20.00 TWTR170120P00020000   0.90   0.87   1.26      0.00     0.00%         5               622              52.39%
  23.00 TWTR170120P00023000   1.40   1.15   1.81      0.00     0.00%        40               350              50.71%
  25.00 TWTR170120P00025000   1.82   1.53   2.01      0.00     0.00%        70               182              47.66%
  28.00 TWTR170120P00028000   2.48   2.06   2.73      0.00     0.00%        20               120              46.33%
  30.00 TWTR170120P00030000   2.82   2.71   3.60      0.00     0.00%        58               596              47.56%
  33.00 TWTR170120P00033000   3.95   3.60   4.20      0.00     0.00%         5               174              44.18%
  35.00 TWTR170120P00035000   4.63   4.20   5.35      0.00     0.00%         1              1039              45.80%
  38.00 TWTR170120P00038000   6.00   5.40   6.20      0.00     0.00%         2              2790              43.01%
  40.00 TWTR170120P00040000   7.00   6.30   7.00      0.00     0.00%         1              1577              42.04%
  42.00 TWTR170120P00042000   7.25   7.20   8.15      0.00     0.00%        40               116              42.40%
  45.00 TWTR170120P00045000   9.40   8.75   9.55      0.00     0.00%         1               176              41.02%
  47.00 TWTR170120P00047000  10.32   9.85  10.75      0.00     0.00%         1               134              40.94%
  50.00 TWTR170120P00050000  11.10  11.60  12.80      0.00     0.00%         5              1118              41.39%
  52.50 TWTR170120P00052500  13.60  13.10  14.10      0.00     0.00%         4                 4              39.78%
  55.00 TWTR170120P00055000  15.45  14.75  16.05      0.00     0.00%       101               253              40.47%
  60.00 TWTR170120P00060000  18.14  18.25  19.55      0.00     0.00%         2                11              39.44%
  65.00 TWTR170120P00065000  22.10  22.05  23.45      0.00     0.00%         5                18              39.05%
  70.00 TWTR170120P00070000  26.10  26.05  27.25      0.00     0.00%        60                60              37.27%
